3973,2,0
4480,2,4
3288,7,4
3097,5,2
3553,19,4
2061,17,0
4990,5,3
1741,10,5
1753,19,4
2194,16,1
2942,14,3
3911,3,3
5201,4,4
4554,1,4
1734,5,2
3970,13,5
5385,7,3
1877,10,5
2137,1,5
2232,18,4
5033,1,4
4113,14,2
2162,15,0
5762,17,5
5390,5,4
5682,4,5
2332,10,4
4939,19,4
4383,11,3
5804,17,5
5418,16,2
4429,17,5
6372,15,1
3633,17,5
5856,9,4
4911,3,5
2940,15,4
4922,17,5
2218,4,5
4633,19,2
3812,7,5
3442,13,3
5336,18,0
3927,19,3
2290,9,5
2930,2,1
5894,12,4
1616,1,5
2296,16,3
5331,19,3
4720,17,4
3519,19,1
4643,13,1
6468,17,4
2491,13,4
4128,11,2
3747,12,5
4890,8,4
6156,2,5
5564,14,5
6102,9,2
3358,2,2
3320,10,3
4631,4,5
6225,3,4
3504,7,2
2609,6,5
3264,20,5
2486,19,2
4177,5,4
2700,11,3
1620,14,4
2894,14,2
1665,18,4
6221,20,4
2623,6,5
3403,10,3
2019,10,3
3953,17,5
3417,1,3
5550,16,4
4600,12,4
3013,8,5
6194,11,5
5124,7,4
5648,9,1
2174,6,4
3994,1,5
5285,14,4
2280,1,1
5094,5,5
2534,19,5
1936,17,5
6327,16,4
5305,8,2
3706,8,2
5011,11,2
5464,4,5
2175,14,5
5063,8,2
2745,2,4
6466,19,1
4041,15,4
3464,5,4
5578,1,3
5880,16,3
4288,4,4
2613,12,3
6054,12,5
4189,6,5
4647,2,4
2128,8,2
2632,7,4
3388,6,3
4046,16,0
2845,5,4
5265,9,4
5382,8,3
5280,5,4
3947,14,4
2110,15,5
4643,17,4
2855,14,3
2224,17,5
3882,17,4
5184,7,5
2906,9,4
5833,15,5
2821,6,5
5117,8,5
3302,12,3
2168,3,2
5811,4,4
5978,20,1
2518,13,5
3812,18,5
6471,18,4
4590,12,5
3139,16,5
1646,4,4
6326,1,3
1998,13,4
4062,14,2
6339,18,3
6088,12,2
2171,5,2
6519,11,2
6162,18,4
6189,7,5
2160,10,3
3845,19,4
5563,17,5
4865,10,4
6144,18,3
3067,7,4
1876,3,3
6297,12,1
5797,5,2
2497,18,5
5636,15,4
2361,14,5
2280,5,3
2332,9,4
1634,7,2
3430,9,5
1649,2,1
3814,10,1
6015,1,0
5094,4,5
4966,17,2
1589,17,5
5540,1,4
4447,19,4
5880,19,4
4340,12,4
1667,3,4
3769,6,3
1697,15,1
5111,7,5
1702,4,5
6100,13,4
3929,11,1
2651,12,3
2889,2,4
4341,7,5
4915,5,5
4577,8,3
6034,7,4
6294,19,4
3587,6,4
5824,17,3
2854,11,4
4396,9,5
6030,6,4
6144,10,1
2745,1,5
2780,17,5
3151,15,2
6138,2,3
2726,6,5
5917,20,5
2593,7,5
6337,9,4
6366,10,4
3660,10,5
2082,1,3
2617,6,5
5059,6,1
5849,2,4
5321,7,3
6377,4,2
4155,9,4
6518,5,2
2280,6,2
1804,19,2
3930,13,5
4281,17,2
4092,20,5
6491,9,5
6088,5,3
1862,15,1
4510,7,4
5272,6,2
3406,4,3
5450,12,0
6065,20,5
2200,15,5
5903,17,3
1907,5,2
5727,15,3
2730,3,4
3063,16,4
2880,9,5
1734,11,3
1830,6,5
6511,11,2
4451,17,5
3617,15,3
5876,11,1
4031,19,5
3384,7,5
4598,17,1
1556,2,5
3742,6,5
3344,8,5
4789,2,5
3622,5,3
2644,2,4
3586,13,4
3945,10,4
2473,15,1
5673,17,3
3562,6,4
4687,10,2
3142,17,3
2696,4,5
3875,18,3
4762,7,4
2494,12,4
4511,20,5
5549,19,4
3726,19,4
4960,2,4
2411,2,4
4251,2,2
3439,12,4
3868,19,5
4800,11,2
5539,11,5
2445,17,5
5108,10,4
4254,17,4
1698,2,4
3217,4,2
2536,5,4
3987,13,4
2430,15,3
2737,8,3
6264,3,2
4262,1,3
3825,8,4
1900,14,2
4596,15,4
2653,10,4
1877,12,1
6128,2,4
5385,19,5
3555,11,3
1637,13,4
5329,1,5
2637,15,4
5199,14,4
3021,10,4
2517,19,2
3831,11,1
4085,10,5
4711,20,3
1953,16,4
5654,10,3
3407,5,2
4277,11,4
5829,19,4
2814,18,5
3128,14,2
2065,19,3
4196,9,4
2612,16,4
3833,18,4
2945,3,2
2964,1,0
3816,12,3
5861,7,1
1664,5,2
4667,11,5
3607,2,5
2708,5,3
4972,20,1
3981,3,5
1637,8,3
2008,1,4
3667,10,3
3889,10,5
2777,19,5
3096,17,4
5693,15,1
1665,10,3
1666,16,4
6205,10,2
3394,16,3
4244,8,0
2533,13,4
6205,12,5
3596,10,4
4156,18,5
5915,5,4
2010,15,4
4098,1,5
1752,4,2
4947,19,5
5427,4,5
6059,12,1
5774,9,5
4498,9,4
6254,17,1
6402,7,3
2587,14,3
2222,15,4
3584,9,3
3501,18,5
4000,3,4
2221,15,5
2906,18,4
5707,5,2
5237,10,2
2661,10,4
2049,2,3
5774,7,5
5349,11,4
6196,9,1
4153,6,5
2811,17,4
3569,7,5
3206,8,1
6147,9,4
4652,20,1
4263,20,4
4267,16,4
5712,11,2
6188,13,4
1683,3,5
1646,13,4
3836,11,5
2421,15,4
2176,11,4
5055,9,2
3360,5,3
6123,12,4
5864,13,3
1570,19,4
6509,5,3
4422,16,3
2354,19,5
2257,14,4
6095,15,4
3238,4,4
5771,20,3
3237,18,5
5879,8,1
6343,17,3
5282,17,5
5575,9,1
2822,11,3
5164,6,5
3422,6,5
1733,7,1
6227,11,3
5523,20,4
4311,18,4
2019,19,4
5556,12,5
5004,13,5
2608,20,2
5032,13,3
4756,16,4
4004,18,5
3788,14,4
3080,11,1
4792,16,5
1678,17,3
5573,9,5
6251,18,2
6177,12,5
3672,20,5
3601,14,4
2371,10,4
1871,3,4
1804,20,5
5555,7,2
2653,18,1
5768,20,3
1737,13,4
6066,17,0
2872,10,4
6107,16,5
3657,4,1
5865,16,4
5118,18,4
1776,4,5
3818,16,2
3522,12,5
4528,9,5
5864,15,5
3884,6,4
1746,18,3
5189,18,4
4946,18,2
2700,17,1
2411,4,3
3206,19,5
6188,10,4
3447,7,5
6269,12,5
2926,10,5
2414,5,4
5654,9,4
2792,14,2
3825,10,2
2134,5,2
3709,10,3
2492,11,4
2881,15,4
2314,20,4
3034,1,5
3764,8,1
4934,9,1
2097,6,0
4434,2,3
2772,11,4
3298,16,2
5725,9,5
4133,4,4
4123,7,1
6520,14,2
6356,17,4
6380,14,5
2264,17,5
6141,16,2
2335,20,1
2000,13,5
5177,2,4
5235,10,0
2816,4,4
5939,10,2
2733,19,2
3757,18,5
4936,4,4
2995,18,5
2574,19,5
1671,1,1
2381,4,5
4628,11,5
1637,20,3
3667,3,5
3754,1,3
1709,6,3
4771,16,2
6490,16,2
2475,9,4
2421,10,4
3751,10,3
2716,2,4
3390,10,1
3591,4,2
5496,7,3
4822,20,1
4143,17,2
2318,20,3
3725,2,0
4609,10,4
2041,11,4
3097,2,2
2754,16,5
5437,3,4
1617,19,5
4874,16,2
2328,10,2
1964,3,5
6005,4,4
6176,9,2
5111,1,5
3927,2,3
6472,2,5
2864,20,5
3544,9,3
6010,3,4
3335,15,3
4606,8,2
5550,7,5
2357,7,2
3090,8,4
1931,18,1
3900,3,5
2141,10,5
1750,8,0
3799,6,4
2789,9,4
3015,1,4
6439,16,0
5283,1,3
3958,20,4
6166,7,0
3438,14,3
2842,15,3
4361,7,3
5620,12,4
3452,2,4
1769,3,4
2296,9,4
6481,15,4
4289,18,4
3767,9,2
3939,11,1
2390,1,5
4479,10,1
1618,6,5
5815,20,4
3806,4,3
5478,8,4
2772,15,4
2541,10,0
1844,4,5
4923,2,0
3108,6,2
6037,3,5
6444,17,5
3276,1,4
3390,9,3
5533,19,0
3100,17,2
2466,14,3
5945,10,2
5197,1,4
5187,3,5
4798,11,1
2977,7,1
5312,18,4
3889,20,4
5460,6,3
4023,14,4
3816,4,5
3444,4,3
3887,2,2
3369,5,2
4383,15,4
3144,7,5
6075,10,5
3359,17,5
4705,10,4
6141,10,2
3858,6,4
6481,5,1
3141,19,4
2094,18,5
3185,9,5
2166,13,4
4972,14,5
6203,15,3
6063,16,5
5316,19,4
6020,3,5
2900,1,5
4539,4,3
6159,5,2
5452,16,5
5396,18,5
3258,4,5
1575,7,5
5351,17,5
1677,12,3
3199,4,5
4241,17,3
2837,19,4
2320,18,4
3875,7,4
6381,4,1
4741,2,2
6531,15,3
4780,13,5
6166,18,4
2792,12,5
2651,11,1
5935,16,4
6044,9,3
2368,20,5
5003,3,1
3207,20,2
6410,20,5
6172,13,2
4682,3,4
5615,8,4
2059,1,4
4203,11,3
1995,11,0
2678,15,2
4346,3,3
2199,5,0
5290,1,5
6202,16,4
3948,18,5
5474,13,5
2833,6,2
4149,17,5
3109,8,2
3859,20,1
2459,10,4
2592,8,1
3084,12,5
6294,15,4
5382,19,2
5768,8,5
2209,1,4
2269,9,4
4132,5,4
3070,10,1
2755,11,4
1556,19,0
2814,10,1
4018,17,5
2841,4,0
3474,4,4
3118,9,4
5706,4,5
2760,8,5
3195,14,4
6379,6,5
2812,6,4
1758,17,4
3873,11,5
5232,7,3
3213,8,4
4052,12,5
6446,11,5
5440,17,5
4799,15,0
6163,6,5
1795,8,4
3376,8,5
3648,20,4
3414,17,5
6206,4,1
6102,13,1
5320,7,5
2995,10,4
4726,15,5
5334,7,2
4016,1,4
5314,13,3
2378,16,4
2624,20,4
2437,18,5
6091,6,3
5112,2,4
1721,12,2
2233,8,2
3834,5,5
4066,1,4
3636,1,0
2684,2,3
1627,12,4
6169,6,4
2948,10,5
6424,2,5
6243,11,4
3453,3,4
6473,14,3
4736,18,1
3483,20,3
3219,3,5
2493,12,3
1640,3,5
2569,13,1
4504,2,5
1983,9,5
2038,9,2
4831,19,2
4888,8,5
2929,12,4
4607,19,4
1699,9,5
2612,4,4
1554,9,3
4256,4,5
5946,8,5
5813,15,5
5691,17,5
2229,11,5
5783,17,4
3744,5,2
4988,20,3
5639,2,5
3139,18,4
4917,4,3
1700,7,5
4606,17,3
2586,13,2
6525,10,4
3797,4,3
3277,16,5
6518,3,4
5826,7,4
6046,8,4
2040,6,1
3805,8,4
3380,17,5
4968,2,5
4870,4,4
5243,5,5
2861,7,5
6023,19,2
6101,20,2
4031,20,5
6154,13,2
4462,19,1
2545,8,5
5513,16,5
3287,12,3
5090,6,4
3236,10,1
1533,1,1
2373,20,3
5908,6,4
3745,20,5
3385,14,5
4805,9,4
5289,16,5
5567,3,5
2725,2,3
6357,14,4
5555,10,4
2534,4,4
4850,2,4
2045,6,2
3072,20,4
3020,1,5
3349,5,5
1961,8,1
1907,13,4
3709,12,5
4135,7,4
1870,12,4
1896,2,4
2352,5,2
4875,9,4
1840,10,0
4136,11,4
1719,5,1
4529,18,5
3722,13,3
2957,11,5
5228,18,3
1703,18,3
5136,6,5
1884,9,3
5714,6,5
2553,17,4
4213,10,4
2239,14,4
2123,14,5
3114,6,4
5630,3,4
4784,4,5
5299,14,2
6193,1,3
4982,4,3
5074,6,4
2014,9,3
2727,1,5
6295,5,4
4932,18,4
4560,3,3
4115,18,4
5770,10,5
1704,18,3
2640,12,5
4703,3,5
1886,18,4
3602,1,4
3550,7,5
4844,5,4
2113,1,0
2163,3,4
5539,3,5
2587,7,4
5531,5,2
3077,6,2
3266,14,3
3862,20,4
4439,1,2
4316,2,4
5258,11,5
5834,12,5
2526,17,2
5535,8,0
2513,4,5
2278,8,5
5944,4,5
4396,11,4
5413,1,4
6136,4,3
4100,18,2
2166,18,3
6142,13,5
3004,7,1
2670,12,4
1799,6,4
3550,14,5
2417,5,4
1811,13,5
3355,1,4
5783,6,5
5913,7,0
2503,6,5
3989,11,4
5406,8,4
2689,12,4
5161,9,5
5814,8,3
5377,2,3
1869,15,0
4603,18,2
3898,6,3
4792,6,1
2248,15,5
4638,6,3
3037,4,4
1963,11,3
3915,4,3
3901,13,4
6231,1,5
6350,13,5
2001,16,4
2396,17,3
2071,10,5
5519,8,4
6204,4,2
2854,20,4
5761,6,5
2427,10,2
5171,4,5
2227,8,3
1689,17,4
6191,18,3
2621,20,4
3744,1,4
4340,13,3
3584,3,3
2075,16,4
2787,17,5
4378,11,5
3464,2,3
3073,1,4
3508,11,4
4656,3,2
3258,3,3
6106,12,4
3201,12,4
3277,11,4
5642,2,1
2796,9,5
5171,10,0
4675,17,4
5349,19,4
3155,20,5
5200,15,5
1699,12,4
6309,4,5
5164,16,3
4272,3,3
5993,6,4
2703,12,4
5819,14,5
4522,14,3
2933,3,2
6200,3,5
5741,5,2
4137,11,4
6257,12,4
5872,18,5
4938,16,4
1556,17,3
5578,18,3
1945,12,2
6323,1,1
2774,4,2
2899,1,0
5035,18,2
1734,1,4
5982,2,5
2818,15,5
2137,20,1
4149,19,3
3734,5,2
2331,9,0
1803,1,4
5261,1,2
6375,14,3
4803,9,5
5186,19,3
4711,7,4
4618,5,3
6162,9,5
2866,16,4
2248,4,5
5427,10,3
3785,1,1
1818,6,4
5943,8,2
3932,17,0
4055,6,5
5542,14,0
6485,17,2
4437,11,5
4544,11,4
1893,10,4
1835,7,0
3384,6,4
6120,17,5
2817,19,2
1594,20,4
2437,16,5
6011,18,4
4342,14,5
5180,9,1
5716,3,5
2352,7,3
6213,5,4
4903,3,3
4067,20,5
6154,10,3
5632,5,4
4594,10,5
2259,18,4
6300,14,3
3670,14,2
4911,14,5
5099,18,4
3925,18,3
6285,19,5
5496,11,1
5033,16,4
2449,10,4
3516,10,5
2515,19,2
3380,4,5
3274,2,3
5807,1,2
5619,16,4
2577,8,5
4408,13,5
5589,15,5
2159,5,5
1721,8,3
3231,1,4
1589,12,5
2005,5,4
2382,6,2
6314,16,5
6137,12,4
5722,1,3
1736,16,1
3277,13,0
3760,19,0
5268,16,4
6311,19,5
1919,10,5
2181,11,4
4333,13,4
4059,17,3
1865,15,4
1641,2,1
6162,15,4
1592,5,1
1958,13,3
5341,1,4
1916,3,3
3443,4,3
2612,20,1
4301,3,3
6102,1,0
4972,19,5
5251,8,4
2313,7,2
1898,9,5
4601,3,1
3636,11,5
3766,20,4
2373,17,5
3291,16,4
5631,8,5
4077,17,3
5871,19,5
3869,1,5
3773,15,5
4777,4,4
2870,9,3
5124,1,5
5680,1,4
3960,6,2
2968,19,3
3582,18,1
3464,4,5
5946,2,2
2885,2,2
5168,8,5
4968,7,1
3070,20,3
3347,2,3
4522,7,2
1549,5,5
4034,17,3
4080,8,1
4428,19,4
3720,1,4
5054,11,4
3929,7,5
3103,15,3
3511,16,5
4670,13,2
1794,6,1
2200,1,5
3531,15,1
1637,3,5
2869,17,4
1700,16,3
6220,20,0
3138,18,3
4195,19,0
2550,15,3
5830,12,4
5466,5,5
5824,1,4
5152,4,3
2261,3,5
5430,8,3
5644,9,3
3834,3,5
3285,20,1
6165,8,3
4740,15,2
2238,19,5
4544,16,5
5299,20,3
5031,3,5
3072,15,1
6055,18,3
1571,20,3
5548,2,1
3113,9,3
5285,8,5
5813,19,4
1659,11,3
5783,5,5
2936,13,5
1883,12,5
5738,20,2
3683,18,5
1896,15,4
4282,18,1
1582,5,4
2629,1,3
5069,7,5
4892,14,5
2829,2,2
6524,16,5
6439,20,4
5682,16,5
6124,15,5
3598,17,2
3441,8,3
1705,8,5
4920,10,1
5310,19,5
3438,3,4
2244,9,3
5336,9,2
3118,1,4
3106,14,3
2690,11,5
1597,8,5
2402,12,4
1693,15,4
2483,6,5
4959,15,5
6300,8,4
4220,4,0
5728,17,5
4672,18,2
1832,13,3
3273,7,2
5151,3,4
4259,4,5
5497,19,3
3463,19,4
4938,19,4
3496,8,0
3883,14,4
1619,9,3
6017,13,3
6468,9,5
2379,13,5
4161,5,1
5605,2,4
5691,11,3
3131,10,3
6457,18,4
6305,20,4
2253,20,3
3335,13,0
2334,10,4
4850,12,4
5032,9,4
4457,6,4
4240,14,3
6131,1,4
4810,8,3
6367,11,3
5678,8,4
3414,4,5
1928,15,4
3113,10,3
2907,15,0
6059,15,5
5468,9,2
